train_loss_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch
,,36,0.003447481896728277,,
,,37,0.0051382845267653465,,
,1,299,,0.003289115848019719,
,1,299,,,0.002886428264901042
0.002231868915259838,2,309,,,
0.002625406486913562,2,319,,,
0.0025337832048535347,2,329,,,
0.0022815640550106764,2,339,,,
0.0024141427129507065,2,349,,,
0.0024554391857236624,2,359,,,
0.002661279868334532,2,369,,,
0.0026823091320693493,2,379,,,
0.002499532885849476,2,389,,,
0.0022972654551267624,2,399,,,
0.0025593903847038746,2,409,,,
0.002553436905145645,2,419,,,
0.0024673023726791143,2,429,,,
0.002630811184644699,2,439,,,
0.0022527333348989487,2,449,,,
,,38,0.0018350554164499044,,
,,39,0.002110962523147464,,
,,40,0.002527170581743121,,
,,41,0.0017949483590200543,,
,,42,0.0018047065241262317,,
,,43,0.0021975794807076454,,
,,44,0.0020662376191467047,,
,,45,0.0018086705822497606,,
,,46,0.0018528761574998498,,
,,47,0.0017070203321054578,,
,,48,0.0025984193198382854,,
,,49,0.0016437058802694082,,
,,50,0.001981426728889346,,
,,51,0.0017815519822761416,,
,,52,0.0019281518179923296,,
,,53,0.0020714234560728073,,
,,54,0.00220788293518126,,
,,55,0.0024803332053124905,,
,,56,0.0029906397685408592,,
,2,449,,0.0020622676238417625,
,2,449,,,0.002468404360115528
0.002177596092224121,3,459,,,
0.0022022798657417297,3,469,,,
0.002070102607831359,3,479,,,
0.00238521839492023,3,489,,,
0.0024154079146683216,3,499,,,
0.001885866979137063,3,509,,,
0.002170508960261941,3,519,,,
0.0021257889457046986,3,529,,,
0.002524461131542921,3,539,,,
0.002012550598010421,3,549,,,
0.00218916404992342,3,559,,,
0.0025054155848920345,3,569,,,
0.001804828061722219,3,579,,,
0.0020573048386722803,3,589,,,
0.0019462226191535592,3,599,,,
,,57,0.0018981508910655975,,
,,58,0.0019723258446902037,,
,,59,0.0022581536322832108,,
,,60,0.0017698260489851236,,
,,61,0.001994953490793705,,
,,62,0.002156396396458149,,
,,63,0.0019932251889258623,,
,,64,0.0018742321990430355,,
,,65,0.0017213220708072186,,
,,66,0.001782966428436339,,
,,67,0.0025149164721369743,,
,,68,0.001743369735777378,,
,,69,0.002083590254187584,,
,,70,0.0016770167276263237,,
,,71,0.0019782893359661102,,
,,72,0.0022523575462400913,,
,,73,0.002182162133976817,,
,,74,0.002130555920302868,,
,,75,0.0031017374712973833,,
,3,599,,0.0020427017007023096,
,3,599,,,0.002197632100433111
0.0021458470728248358,4,609,,,
0.0017770389094948769,4,619,,,
0.001783738611266017,4,629,,,
0.0018888093763962388,4,639,,,
0.0019613984040915966,4,649,,,
0.0019942070357501507,4,659,,,
0.0018614623695611954,4,669,,,
0.002027852227911353,4,679,,,
0.0020088390447199345,4,689,,,
0.0023642960004508495,4,699,,,
0.0017070143949240446,4,709,,,
0.0020443375688046217,4,719,,,
0.002099671633914113,4,729,,,
0.0025212133768945932,4,739,,,
0.002154707908630371,4,749,,,
,,76,0.001948625547811389,,
,,77,0.002084607956930995,,
,,78,0.0023585420567542315,,
,,79,0.0018802796257659793,,
,,80,0.0020869073923677206,,
,,81,0.002251089084893465,,
,,82,0.0021693208254873753,,
,,83,0.001999506726861,,
,,84,0.0018034387612715364,,
,,85,0.0019145265687257051,,
,,86,0.0026756608858704567,,
,,87,0.0018325464334338903,,
,,88,0.0022329750936478376,,
,,89,0.0017871898598968983,,
,,90,0.002125425962731242,,
,,91,0.002367523033171892,,
,,92,0.002361978404223919,,
,,93,0.002249656245112419,,
,,94,0.003089400939643383,,
,4,749,,0.0021565400529652834,
,4,749,,,0.002062748419120908
0.00161439785733819,5,759,,,
0.0019009376410394907,5,769,,,
0.0019798725843429565,5,779,,,
0.0018090647645294666,5,789,,,
0.0019392744870856404,5,799,,,
0.0019383272156119347,5,809,,,
0.0020509513560682535,5,819,,,
0.0023415612522512674,5,829,,,
0.0019878502935171127,5,839,,,
0.001995908096432686,5,849,,,
0.0017899961676448584,5,859,,,
0.002063562162220478,5,869,,,
0.0018421381246298552,5,879,,,
0.001719329971820116,5,889,,,
0.0016313367523252964,5,899,,,
,,95,0.0016614773776382208,,
,,96,0.00179052515886724,,
,,97,0.002059588674455881,,
,,98,0.0015968447551131248,,
,,99,0.0016717280959710479,,
,,100,0.0018569969106465578,,
,,101,0.0018189551774412394,,
,,102,0.0016717641847208142,,
,,103,0.0015545787755399942,,
,,104,0.0016140546649694443,,
,,105,0.0022406629286706448,,
,,106,0.0015612882561981678,,
,,107,0.0019056571181863546,,
,,108,0.001545189879834652,,
,,109,0.0017205480253323913,,
,,110,0.0019734897650778294,,
,,111,0.0019837673753499985,,
,,112,0.001866816426627338,,
,,113,0.0026645315811038017,,
,5,899,,0.0018181644845753908,
,5,899,,,0.001940141781233251
0.0022509207483381033,6,909,,,
0.0019758918788284063,6,919,,,
0.0017160503193736076,6,929,,,
0.0021482377778738737,6,939,,,
0.0018751659663394094,6,949,,,
0.001754298573359847,6,959,,,
0.0017877984791994095,6,969,,,
0.0017689878586679697,6,979,,,
0.0019102070946246386,6,989,,,
0.0017281275941058993,6,999,,,
0.0018647720571607351,6,1009,,,
0.001507056993432343,6,1019,,,
0.0018470875220373273,6,1029,,,
0.0017370475688949227,6,1039,,,
0.0019564421381801367,6,1049,,,
,,114,0.0014841682277619839,,
,,115,0.0016630091704428196,,
,,116,0.0018671606667339802,,
,,117,0.0014493425842374563,,
,,118,0.0015142387710511684,,
,,119,0.0017089550383388996,,
,,120,0.0016561690717935562,,
,,121,0.0014952231431379914,,
,,122,0.0014162043808028102,,
,,123,0.0014230269007384777,,
,,124,0.0019058538600802422,,
,,125,0.0013990587322041392,,
,,126,0.001732021220959723,,
,,127,0.0014209668152034283,,
,,128,0.0015515510458499193,,
,,129,0.001767764100804925,,
,,130,0.0016735095996409655,,
,,131,0.001771868672221899,,
,,132,0.0023251804523169994,,
,6,1049,,0.0016349706565961242,
,6,1049,,,0.0018626172095537186
0.001771609648130834,7,1059,,,
0.0016905403463169932,7,1069,,,
0.0018894658423960209,7,1079,,,
0.0017005433328449726,7,1089,,,
0.001827322761528194,7,1099,,,
0.0019229156896471977,7,1109,,,
0.002128549385815859,7,1119,,,
0.001974147278815508,7,1129,,,
0.001906796358525753,7,1139,,,
0.0019236006774008274,7,1149,,,
0.0017061299877241254,7,1159,,,
0.0017177964327856898,7,1169,,,
0.0016735948156565428,7,1179,,,
0.0018632513238117099,7,1189,,,
0.0016186871798709035,7,1199,,,
,,133,0.0012889322824776173,,
,,134,0.0015352275222539902,,
,,135,0.0016213733470067382,,
,,136,0.0012830838095396757,,
,,137,0.0012513487599790096,,
,,138,0.0015877805417403579,,
,,139,0.0014444761909544468,,
,,140,0.0012841750867664814,,
,,141,0.0012829910265281796,,
,,142,0.00115997064858675,,
,,143,0.001393323065713048,,
,,144,0.0011520958505570889,,
,,145,0.0014701138716191053,,
,,146,0.0012737279757857323,,
,,147,0.001343131996691227,,
,,148,0.0014542978024110198,,
,,149,0.0012295409105718136,,
,,150,0.0017158524133265018,,
,,151,0.0014627532800659537,,
,7,1199,,0.0013815927086398005,
,7,1199,,,0.0018403250724077225
0.001802998362109065,8,1209,,,
0.0017613995587453246,8,1219,,,
0.0015616249293088913,8,1229,,,
0.0021018304396420717,8,1239,,,
0.0017541376873850822,8,1249,,,
0.0016032337443903089,8,1259,,,
0.0016767490888014436,8,1269,,,
0.002036423422396183,8,1279,,,
0.0015272371238097548,8,1289,,,
0.0017278691520914435,8,1299,,,
0.0017101526027545333,8,1309,,,
0.001919168746098876,8,1319,,,
0.0014431282179430127,8,1329,,,
0.0016507302643731236,8,1339,,,
0.001545915030874312,8,1349,,,
,,152,0.0013952450826764107,,
,,153,0.0016200665850192308,,
,,154,0.0018153638811782002,,
,,155,0.0014286102959886193,,
,,156,0.0013892502756789327,,
,,157,0.0016114142490550876,,
,,158,0.0015374510549008846,,
,,159,0.001434473553672433,,
,,160,0.0014072650810703635,,
,,161,0.0013866632943972945,,
,,162,0.0016584706027060747,,
,,163,0.0013366335770115256,,
,,164,0.0016313313972204924,,
,,165,0.0013996150810271502,,
,,166,0.0014674599515274167,,
,,167,0.001611617160961032,,
,,168,0.001549749867990613,,
,,169,0.0016804356127977371,,
,,170,0.0019378755241632462,,
,8,1349,,0.0015377511736005545,
,8,1349,,,0.001752191106788814
0.0018405229784548283,9,1359,,,
0.0019641162361949682,9,1369,,,
0.0017097026575356722,9,1379,,,
0.0019674738869071007,9,1389,,,
0.0015512912068516016,9,1399,,,
0.0016583299729973078,9,1409,,,
0.0014283969067037106,9,1419,,,
0.0017202537273988128,9,1429,,,
0.0015797022497281432,9,1439,,,
0.0020668625365942717,9,1449,,,
0.0015245669055730104,9,1459,,,
0.001558416523039341,9,1469,,,
0.0017652898095548153,9,1479,,,
0.0015434199012815952,9,1489,,,
0.0016825351631268859,9,1499,,,
,,171,0.0013308667112141848,,
,,172,0.0016026152297854424,,
,,173,0.0017877186182886362,,
,,174,0.0013623120030388236,,
,,175,0.0013043145881965756,,
,,176,0.0015768619487062097,,
,,177,0.0014681004686281085,,
,,178,0.0013530250871554017,,
,,179,0.001372658065520227,,
,,180,0.0012755703646689653,,
,,181,0.0016414198325946927,,
,,182,0.0012355060316622257,,
,,183,0.0015552896074950695,,
,,184,0.0013629880268126726,,
,,185,0.0013957656919956207,,
,,186,0.0015329626621678472,,
,,187,0.0014339827466756105,,
,,188,0.001693232567049563,,
,,189,0.0018609287217259407,,
,9,1499,,0.0014777167234569788,
,9,1499,,,0.0017449898878112435
0.0015003301668912172,10,1509,,,
0.0016154586337506771,10,1519,,,
0.0016441799234598875,10,1529,,,
0.0016413017874583602,10,1539,,,
0.001623698859475553,10,1549,,,
0.0015110240783542395,10,1559,,,
0.0016458038007840514,10,1569,,,
0.001631660503335297,10,1579,,,
0.0014480294194072485,10,1589,,,
0.0015787790762260556,10,1599,,,
0.0015790255274623632,10,1609,,,
0.0018131925025954843,10,1619,,,
0.0016425108769908547,10,1629,,,
0.001650543068535626,10,1639,,,
0.0019200663082301617,10,1649,,,
,,190,0.0012573064304888248,,
,,191,0.001447938266210258,,
,,192,0.0016211019828915596,,
,,193,0.0012773749185726047,,
,,194,0.0012621920322999358,,
,,195,0.0014339038170874119,,
,,196,0.0013667899183928967,,
,,197,0.001269922940991819,,
,,198,0.001202837796881795,,
,,199,0.0011890335008502007,,
,,200,0.0015133037231862545,,
,,201,0.0011677101720124483,,
,,202,0.00142708420753479,,
,,203,0.0012179564218968153,,
,,204,0.001294813584536314,,
,,205,0.001423522480763495,,
,,206,0.0013209914322942495,,
,,207,0.0015392890200018883,,
,,208,0.0017279399326071143,,
,10,1649,,0.0013623741688206792,
,10,1649,,,0.0016610397724434733
0.001596725545823574,11,1659,,,
0.0013465381925925612,11,1669,,,
0.001689951284788549,11,1679,,,
0.0014857456553727388,11,1689,,,
0.0018048322526738048,11,1699,,,
0.0014822868397459388,11,1709,,,
0.0019528833217918873,11,1719,,,
0.001524185063317418,11,1729,,,
0.0017551674973219633,11,1739,,,
0.0016425879439339042,11,1749,,,
0.0015875990502536297,11,1759,,,
0.0015606384258717299,11,1769,,,
0.0016575615154579282,11,1779,,,
0.001573155983351171,11,1789,,,
0.0015227515250444412,11,1799,,,
,,209,0.0016060443595051765,,
,,210,0.0018417901592329144,,
,,211,0.0020561248529702425,,
,,212,0.0016434084391221404,,
,,213,0.0016694811638444662,,
,,214,0.0018230760470032692,,
,,215,0.0018042842857539654,,
,,216,0.0016553383320569992,,
,,217,0.0016208128072321415,,
,,218,0.0016519268974661827,,
,,219,0.002253501443192363,,
,,220,0.001560597331263125,,
,,221,0.0018885999452322721,,
,,222,0.0016089208656921983,,
,,223,0.0017579641425982118,,
,,224,0.0019793722312897444,,
,,225,0.0019905581139028072,,
,,226,0.0018617488676682115,,
,,227,0.0026490092277526855,,
,11,1799,,0.0018271903973072767,
,11,1799,,,0.0016820462187752128
0.0017065086867660284,12,1809,,,
0.0016152987955138087,12,1819,,,
0.001822605961933732,12,1829,,,
0.001605558325536549,12,1839,,,
0.0019251394551247358,12,1849,,,
0.0016533383168280125,12,1859,,,
0.0016072416910901666,12,1869,,,
0.001437536091543734,12,1879,,,
0.001525461906567216,12,1889,,,
0.0013659951509907842,12,1899,,,
0.0018795757787302136,12,1909,,,
0.0018022179137915373,12,1919,,,
0.001433190074749291,12,1929,,,
0.0016798066208139062,12,1939,,,
0.0013946045655757189,12,1949,,,
,,228,0.0011277057928964496,,
,,229,0.0013984439428895712,,
,,230,0.0015247601550072432,,
,,231,0.001187469926662743,,
,,232,0.0010764836333692074,,
,,233,0.0013614626368507743,,
,,234,0.0012935390695929527,,
,,235,0.0011357545154169202,,
,,236,0.0011790217831730843,,
,,237,0.0010468937689438462,,
,,238,0.001321994001045823,,
,,239,0.001013800734654069,,
,,240,0.0013262085849419236,,
,,241,0.001156879821792245,,
,,242,0.0011542275315150619,,
,,243,0.001267254468984902,,
,,244,0.001105853240005672,,
,,245,0.001541878329589963,,
,,246,0.0014548043254762888,,
,12,1949,,0.001245287130586803,
,12,1949,,,0.00159993558190763
0.001779153011739254,13,1959,,,
0.0017116410890594125,13,1969,,,
0.0015636296011507511,13,1979,,,
0.0016982073429971933,13,1989,,,
0.001618673442862928,13,1999,,,
0.0015833969227969646,13,2009,,,
0.00154354446567595,13,2019,,,
0.0016214984934777021,13,2029,,,
0.001400964567437768,13,2039,,,
0.0016297891270369291,13,2049,,,
0.0014700217870995402,13,2059,,,
0.001634261105209589,13,2069,,,
0.001342850155197084,13,2079,,,
0.0017820654902607203,13,2089,,,
0.0018002265132963657,13,2099,,,
,,247,0.0011881703976541758,,
,,248,0.0014122604625299573,,
,,249,0.0016180335078388453,,
,,250,0.001242939499206841,,
,,251,0.001150880940258503,,
,,252,0.0013520861975848675,,
,,253,0.0013386692153289914,,
,,254,0.001214795745909214,,
,,255,0.0012065524933859706,,
,,256,0.0011766109382733703,,
,,257,0.0014241570606827736,,
,,258,0.0011043741833418608,,
,,259,0.0014345449162647128,,
,,260,0.0012072344543412328,,
,,261,0.0012129193637520075,,
,,262,0.0013386388309299946,,
,,263,0.0012726776767522097,,
,,264,0.0015018151607364416,,
,,265,0.0015649814158678055,,
,13,2099,,0.0013119130162522197,
,13,2099,,,0.0015451567014679313
0.0014513280475512147,14,2109,,,
0.0013847339432686567,14,2119,,,
0.0016235068906098604,14,2129,,,
0.0017408388666808605,14,2139,,,
0.0015501544112339616,14,2149,,,
0.001503468258306384,14,2159,,,
0.0017712273402139544,14,2169,,,
0.001384098082780838,14,2179,,,
0.001333483261987567,14,2189,,,
0.0013545483816415071,14,2199,,,
0.0013918228214606643,14,2209,,,
0.0016743226442486048,14,2219,,,
0.001475890283472836,14,2229,,,
0.001412989222444594,14,2239,,,
0.0014112089993432164,14,2249,,,
,,266,0.001191276591271162,,
,,267,0.0014339177869260311,,
,,268,0.0015889968490228057,,
,,269,0.001234067720361054,,
,,270,0.0011508145835250616,,
,,271,0.0014196019619703293,,
,,272,0.0013606518041342497,,
,,273,0.0011995837558060884,,
,,274,0.0012156260199844837,,
,,275,0.0011304926592856646,,
,,276,0.0014506545849144459,,
,,277,0.0010593283222988248,,
,,278,0.0014001805102452636,,
,,279,0.001197323203086853,,
,,280,0.0012315018102526665,,
,,281,0.001367302262224257,,
,,282,0.0012195161543786526,,
,,283,0.0015996195143088698,,
,,284,0.0016140062361955643,,
,14,2249,,0.0013169930316507816,
,14,2249,,,0.0015134243294596672
0.0015912611270323396,15,2259,,,
0.0016337523702532053,15,2269,,,
0.001617579022422433,15,2279,,,
0.0016073627630248666,15,2289,,,
0.0014465228887274861,15,2299,,,
0.0015060417354106903,15,2309,,,
0.0014767171815037727,15,2319,,,
0.0014040556270629168,15,2329,,,
0.001431102748028934,15,2339,,,
0.00137643376365304,15,2349,,,
0.0015191888669505715,15,2359,,,
0.0013124970719218254,15,2369,,,
0.002108562272042036,15,2379,,,
0.0016781457234174013,15,2389,,,
0.001608827617019415,15,2399,,,
,,285,0.0011286300141364336,,
,,286,0.0012576922308653593,,
,,287,0.0016134283505380154,,
,,288,0.0011403708485886455,,
,,289,0.001172032207250595,,
,,290,0.0012658984633162618,,
,,291,0.0012464666506275535,,
,,292,0.0011679520830512047,,
,,293,0.0010413378477096558,,
,,294,0.0011242085602134466,,
,,295,0.0016450593248009682,,
,,296,0.0010662705171853304,,
,,297,0.0013877953169867396,,
,,298,0.0010642666602507234,,
,,299,0.0011943643912672997,,
,,300,0.0013612486654892564,,
,,301,0.001487744739279151,,
,,302,0.0013137527275830507,,
,,303,0.0019334653625264764,,
,15,2399,,0.0012868336634710431,
,15,2399,,,0.0014644708717241883
0.0014925876166671515,16,2409,,,
0.0017027240246534348,16,2419,,,
0.0017805378884077072,16,2429,,,
0.0014853443717584014,16,2439,,,
0.001543434802442789,16,2449,,,
0.0014988873153924942,16,2459,,,
0.0014096815139055252,16,2469,,,
0.0013558638747781515,16,2479,,,
0.001246945234015584,16,2489,,,
0.001626499928534031,16,2499,,,
0.0013838349841535091,16,2509,,,
0.001326422905549407,16,2519,,,
0.0015100686578080058,16,2529,,,
0.0014201841549947858,16,2539,,,
0.0014866860583424568,16,2549,,,
,,304,0.0011535391677170992,,
,,305,0.0012909137876704335,,
,,306,0.0015408270992338657,,
,,307,0.0011536532547324896,,
,,308,0.0011326336534693837,,
,,309,0.0013412385014817119,,
,,310,0.0012744595296680927,,
,,311,0.0011386978439986706,,
,,312,0.0011135629611089826,,
,,313,0.0010852019768208265,,
,,314,0.0013374595437198877,,
,,315,0.0010682838037610054,,
,,316,0.0013615102507174015,,
,,317,0.0011258601443842053,,
,,318,0.0011902620317414403,,
,,319,0.0012800798285752535,,
,,320,0.0012325122952461243,,
,,321,0.0014215793926268816,,
,,322,0.001600705785676837,,
,16,2549,,0.0012515414273366332,
,16,2549,,,0.0014513588976114988
0.0013854019343852997,17,2559,,,
0.0012722813989967108,17,2569,,,
0.0014267312362790108,17,2579,,,
0.0012284129625186324,17,2589,,,
0.0014781516510993242,17,2599,,,
0.0011355489259585738,17,2609,,,
0.0014323822688311338,17,2619,,,
0.0013046517269685864,17,2629,,,
0.0015119637828320265,17,2639,,,
0.0015280726365745068,17,2649,,,
0.0015341137768700719,17,2659,,,
0.0012301530223339796,17,2669,,,
0.0014701772015541792,17,2679,,,
0.0012165284715592861,17,2689,,,
0.0014756671153008938,17,2699,,,
,,323,0.0009835014352574944,,
,,324,0.0011660493910312653,,
,,325,0.0013837593141943216,,
,,326,0.001012846129015088,,
,,327,0.0009479018044658005,,
,,328,0.0011841844534501433,,
,,329,0.0011259890161454678,,
,,330,0.0009918402647599578,,
,,331,0.0009804961737245321,,
,,332,0.0008818212081678212,,
,,333,0.0012218471383675933,,
,,334,0.000865572365000844,,
,,335,0.0011738711036741734,,
,,336,0.0009751795441843569,,
,,337,0.0010214807698503137,,
,,338,0.0011123653966933489,,
,,339,0.0010031524579972029,,
,,340,0.0013391858665272593,,
,,341,0.00137908267788589,,
,17,2699,,0.0010899415938183665,
,17,2699,,,0.0014118602266535163
0.0014546881429851055,18,2709,,,
0.0012619602493941784,18,2719,,,
0.0011899705277755857,18,2729,,,
0.0013094381429255009,18,2739,,,
0.0011365307727828622,18,2749,,,
0.0014327156823128462,18,2759,,,
0.001411527511663735,18,2769,,,
0.0012995351571589708,18,2779,,,
0.0012170332483947277,18,2789,,,
0.0011990201892331243,18,2799,,,
0.001485251821577549,18,2809,,,
0.0013580962549895048,18,2819,,,
0.0010601712856441736,18,2829,,,
0.0013257252285256982,18,2839,,,
0.001139832311309874,18,2849,,,
,,342,0.0010905091185122728,,
,,343,0.0012153511634096503,,
,,344,0.0014810115098953247,,
,,345,0.0010990372393280268,,
,,346,0.0010869614779949188,,
,,347,0.0012581790797412395,,
,,348,0.001229662331752479,,
,,349,0.0010931768920272589,,
,,350,0.001026443438604474,,
,,351,0.0010332476813346148,,
,,352,0.0013670939952135086,,
,,353,0.0010040318593382835,,
,,354,0.0013155587948858738,,
,,355,0.0010406126966699958,,
,,356,0.0011430091690272093,,
,,357,0.0012619888875633478,,
,,358,0.0012137918965891004,,
,,359,0.0013379011070355773,,
,,360,0.0015501984162256122,,
,18,2849,,0.0011987992329522967,
,18,2849,,,0.0013817299623042345
0.0015122899785637856,19,2859,,,
0.0012325388379395008,19,2869,,,
0.0013097922783344984,19,2879,,,
0.0015381064731627703,19,2889,,,
0.0014035945059731603,19,2899,,,
0.0013486199313774705,19,2909,,,
0.0012497400166466832,19,2919,,,
0.0013139075599610806,19,2929,,,
0.0013855439610779285,19,2939,,,
0.0013045246014371514,19,2949,,,
0.001277738600037992,19,2959,,,
0.0013195774517953396,19,2969,,,
0.0013066129758954048,19,2979,,,
0.001372989732772112,19,2989,,,
0.0010934771271422505,19,2999,,,
,,361,0.0011614406248554587,,
,,362,0.0013524279929697514,,
,,363,0.0015047061024233699,,
,,364,0.001188449445180595,,
,,365,0.0010667755268514156,,
,,366,0.0013997462810948491,,
,,367,0.0013444311916828156,,
,,368,0.0011340708006173372,,
,,369,0.0011861021630465984,,
,,370,0.0010588211007416248,,
,,371,0.0012738521909341216,,
,,372,0.0010361529421061277,,
,,373,0.0013638160889968276,,
,,374,0.0011775546008720994,,
,,375,0.0011675594141706824,,
,,376,0.0012537577422335744,,
,,377,0.0011107521131634712,,
,,378,0.0015116134891286492,,
,,379,0.0014032257022336125,,
,19,2999,,0.0012472816742956638,
,19,2999,,,0.0013435626169666648
0.0012416824465617537,20,3009,,,
0.0014273319393396378,20,3019,,,
0.0012983494671061635,20,3029,,,
0.0012248946586623788,20,3039,,,
0.0011507165618240833,20,3049,,,
0.0012436978286132216,20,3059,,,
0.0011066712904721498,20,3069,,,
0.0012411940842866898,20,3079,,,
0.0013823732733726501,20,3089,,,
0.0013744020834565163,20,3099,,,
0.0017747641541063786,20,3109,,,
0.0014514485374093056,20,3119,,,
0.0013813094701617956,20,3129,,,
0.0012153313728049397,20,3139,,,
0.0011710909893736243,20,3149,,,
,,380,0.000994863105006516,,
,,381,0.0011332015274092555,,
,,382,0.0013602490071207285,,
,,383,0.0010405528591945767,,
,,384,0.0009221032960340381,,
,,385,0.0011759796179831028,,
,,386,0.001127330120652914,,
,,387,0.0010002332273870707,,
,,388,0.0009846281027421355,,
,,389,0.0009253061143681407,,
,,390,0.0010632328921929002,,
,,391,0.0009248361457139254,,
,,392,0.0011983218137174845,,
,,393,0.0009861754951998591,,
,,394,0.0010189348831772804,,
,,395,0.0010773737449198961,,
,,396,0.0009885389590635896,,
,,397,0.0012937108986079693,,
,,398,0.0011860415106639266,,
,20,3149,,0.0010741428704932332,
,20,3149,,,0.0013218410313129425
0.0013309218920767307,21,3159,,,
0.0011426359415054321,21,3169,,,
0.0012697650818154216,21,3179,,,
0.0016204497078433633,21,3189,,,
0.0011701523326337337,21,3199,,,
0.0015411791391670704,21,3209,,,
0.0011366195976734161,21,3219,,,
0.0011452024336904287,21,3229,,,
0.0011735199950635433,21,3239,,,
0.001281074364669621,21,3249,,,
0.0013457718305289745,21,3259,,,
0.0013067128602415323,21,3269,,,
0.001260956283658743,21,3279,,,
0.0014469997258856893,21,3289,,,
0.0011500660330057144,21,3299,,,
,,399,0.001216394011862576,,
,,400,0.0012401315616443753,,
,,401,0.0015739310765638947,,
,,402,0.0012214668095111847,,
,,403,0.0013285094173625112,,
,,404,0.0012876520631834865,,
,,405,0.0013263385044410825,,
,,406,0.001266448525711894,,
,,407,0.0010738117853179574,,
,,408,0.0012080776505172253,,
,,409,0.001763265929184854,,
,,410,0.0011288380483165383,,
,,411,0.0014519777614623308,,
,,412,0.0010745181934908032,,
,,413,0.0013308529742062092,,
,,414,0.0014979165280237794,,
,,415,0.0015654603485018015,,
,,416,0.0012920552399009466,,
,,417,0.0021423930302262306,,
,21,3299,,0.0013566906563937664,
,21,3299,,,0.0013413431588560343
0.0011988244950771332,22,3309,,,
0.0011698578018695116,22,3319,,,
0.0014312935527414083,22,3329,,,
0.0013775392435491085,22,3339,,,
0.001143869711086154,22,3349,,,
0.0013760434230789542,22,3359,,,
0.0013096501352265477,22,3369,,,
0.001267762272618711,22,3379,,,
0.0013419799506664276,22,3389,,,
0.0012260043295100331,22,3399,,,
0.0014119012048467994,22,3409,,,
0.0013990384759381413,22,3419,,,
0.0012246062979102135,22,3429,,,
0.0013988561695441604,22,3439,,,
0.0013976407935842872,22,3449,,,
,,418,0.0009179946500808001,,
,,419,0.001032025320455432,,
,,420,0.001296628499403596,,
,,421,0.0009538565063849092,,
,,422,0.000828644959256053,,
,,423,0.0010539665818214417,,
,,424,0.0010478298645466566,,
,,425,0.0009177503525279462,,
,,426,0.0008987739565782249,,
,,427,0.0008463656413368881,,
,,428,0.0009755587670952082,,
,,429,0.000823155336547643,,
,,430,0.00113602913916111,,
,,431,0.0008881040848791599,,
,,432,0.0009207449620589614,,
,,433,0.001009213738143444,,
,,434,0.0008998720441013575,,
,,435,0.0012128258822485805,,
,,436,0.0011174544924870133,,
,22,3449,,0.0009884391911327839,
,22,3449,,,0.0012685771798714995
0.0011811628937721252,23,3459,,,
0.00119582109618932,23,3469,,,
0.0011475656647235155,23,3479,,,
0.0011483008274808526,23,3489,,,
0.0011786147952079773,23,3499,,,
0.0012233711313456297,23,3509,,,
0.0011743195354938507,23,3519,,,
0.0011978461407124996,23,3529,,,
0.0012305891141295433,23,3539,,,
0.001034244429320097,23,3549,,,
0.0013107572449371219,23,3559,,,
